"ICAO","Name","Latitude","Longitude","IATA","GMT","Country code"
"KORD","O'Hare International Airport","41.59","-87.54","ORD","-5","USA"
"KORF","Norfolk International Airport","36.54","-76.12","ORF","-5","USA"
"KORH","Worcester Regional Airport","42.27","-71.88","ORH","-5","USA"
"KORL","Orlando Executive Airport","28.32","-81.19","ORL","-5","USA"
"KORS","Orcas Island Airport","46.37","-122.91","ORS","-8","USA"
"KOSA","Mount Pleasant Regional-Faison Field AirporT","32.9","-79.78","OSA","-5","USA"
"KOSU","Columbus Ohio State University Airport","40.08","-83.07","OSU","-6","USA"
"KOTH","Southwest Oregon Regional Airport","43.42","-124.26","OTH","-8","USA"
"KOUN","Norman University of Oklahoma Westheimer Airport","35.24","-97.47","OUN","6","USA"
"KOWB","Owensboro Davies County Regional Airport","37.75","-87.16","OWB","-6","USA"
"KOXB","Ocean City Municipal Airport","38.18","-75.07","OCE","-5","USA"
"KPAE","Everett Paine Field","47.54","-122.16","PAE","-8","USA"
"KPAH","Barkley Regional Airport","37.06","-88.77","PAH","-6","USA"
"KPBG","Plattsburgh International Airport","44.3","-73.28","PBG","-5","USA"
"KPBI","Palm Beach International Airport","26.41","-80.06","PBI","-5","USA"
"KPDK","Atlanta DeKalb Peachtree Airport","33.88","-84.31","PDK","-5","USA"
"KPDX","Portland International Airport","45.35","-122.36","PDX","-8","USA"
"KPGA","Page Municipal Airport","36.93","-111.45","PGA","-7","USA"
"KPGD","Punta Gorda Airport","26.92","-81.99","PGD","-5","USA"
"KPGV","Pitt-Greenville Airport","35.64","-77.39","PGV","-5","USA"
"KPHF","Newport News/Williamsburg International Airport","37.08","-76.3","PHF","-5","USA"
"KPHL","Philadelphia International Airport","39.53","-75.14","PHL","-5","USA"
"KPHX","Phoenix Sky Harbor International Airport","33.26","-112.02","PHX","-7","USA"
"KPIA","General Wayne A. Downing Peoria International Airport","40.66","-89.69","PIA","-5","USA"
"KPIB","Hattiesburg-Laurel Regional Airport","31.47","-89.34","PIB","-6","USA"
"KPIE","St. Pete Clearwater International Airport","27.91","-82.69","PIE","-5","USA"
"KPIH","Pocatello Regional Airport","42.91","-112.6","PIH","-6","USA"
"KPIL","Port Isabel-Cameron County Airport","26.16","-97.34","PIL","-6","USA"
"KPIR","Pierre Regional Airport","44.38","-100.29","PIR","-6","USA"
"KPIT","Pittsburgh International Airport","40.26","-79.59","PIT","-5","USA"
"KPKB","Mid-Ohio Valley Regional Airport","39.35","-81.44","PKB","-5","USA"
"KPLN","Pellston Regional Airport","45.57","-84.8","PLN","-5","USA"
"KPNE","Philadelphia Northeast Airport","40.08","-75.01","PNE","-5","USA"
"KPNS","Pensacola International Airport","30.28","-87.11","PNS","-6","USA"
"KPOB","Pope Army Airfield","35.17","-79.01","POB","-5","USA"
"KPOU","Poughkeepsie Hudson Valley Regional Airport","41.63","-73.88","POU","-5","USA"
"KPQI","Presque Isle International Airport","46.41","-68.03","PQI","-5","USA"
"KPRB","Paso Robles Municipal Airport","35.4","-120.37","PRB","-8","USA"
"KPRC","Prescott Regional Airport","34.39","-112.25","PRC","-8","USA"
"KPSC","Tri-Cities Airport","46.26","-119.12","PSC","-7","USA"
"KPSM","Portsmouth International Airport","43.04","-70.49","PSM","-5","USA"
"KPSP","Palm Springs International Airport","33.5","-116.3","PSP","-8","USA"
"KPUB","Pueblo Memorial Airport","38.17","-104.3","PUB","-6","USA"
"KPUW","Pullman-Moscow Regional Airport","48.74","-117.11","PUW","-7","USA"
"KPVC","Provincetown Municipal Airport","42.07","-70.22","PVC","-5","USA"
"KPVD","Rhode Island T.F. Green International Airport","41.44","-71.26","PVD","-5","USA"
"KPVU","Provo Airport","40.22","-111.72","PVU","-7","USA"
"KPWA","Oklahoma City Wiley Post Airport","35.32","-97.38","PWA","-6","USA"
"KPWG","Waco McGregor Executive Airport","31.48","-97.31","QTW","-6","USA"
"KPWK","Chicago Executive Airport","42.06","-87.54","PWK","-6","USA"
"KPWM","Portland International Jetport","43.39","-70.18","PWM","-5","USA"
"KPWT","Bremerton National Airport","47.29","-122.45","PWT","-8","USA"
"KPYM","Plymouth Municipal Airport","41.54","70.43","PYM","-5","USA"
"KRAL","Riverside Municipal Airport","33.95","-117.45","RAL","-8","USA"
"KRAP","Rapid City Regional Airpor","44.05","-103.06","RAP","-7","USA"
"KRAS","Mustang Beach Airport","37.49","-97.5","RAS","-6","USA"
"KRBK","French Valley Airport","33.58","-117.13","RBK","-8","USA"
"KRBO","Nueces County Airport","27.78","-97.69","RBO","-6","USA"
"KRDD","Redding Airport","40.3","-122.17","RDD","-8","USA"
"KRDM","Redmond Municipal Airport","44.25","-121.15","RDM","-8","USA"
"KRDU","Raleigh-Durham International Airport","35.46","-78.38","RDU","-5","USA"
"KRFD","Chicago Rockford International Airport","42.2","-89.1","RFD","-6","USA"
"KRHI","Rhinelander Oneida County Airport","45.63","-89.47","RHI","-6","USA"
"KRIC","Richmond International Airport","37.3","-77.19","RIC","-5","USA"
"KRIL","Rifle Garfield County Airport","39.53","-107.73","RIL","-7","USA"
"KRIW","Central Wyoming Regional Airport","43.06","-108.46","RIW","-7","USA"
"KRKD","Knox County Regional Airport","44.06","-69.1","RKD","-5","USA"
"KRKS","Southwest Wyoming Regional Airport","41.59","-109.07","RKS","-7","USA"
"KRNO","Reno-Tahoe International Airport","39.3","-119.46","RNO","-7","USA"
"KROA","Roanoke-Blacksburg Regional Airport","37.33","-79.98","ROA","-5","USA"
"KROC","Greater Rochester International Airport","43.07","-77.4","ROC","-5","USA"
"KROW","Roswell Air Center","33.25","-104.33","ROW","-7","USA"
"KRRT","Warroad Memorial International Airport","48.94","-95.35","RRT","-6","USA"
"KRST","Rochester International Airport","43.91","-92.5","RST","-5","USA"
"KRSW","Southwest Florida International Airport","26.33","-81.45","RSW","-5","USA"
"KRUT","Rutland Southern Vermont Regional Airport","43.53","-72.95","RUT","-5","USA"
"KRVS","Tulsa Riverside Airport","36.2","-95.59","RVS","-6","USA"
"KRWI","Rocky Mount Wilson Airport","35.51","-77.53","RWI","-5","USA"
"KRYW","Lago Vista Tx - Rusty Allen Airport","30.5","-97.58","RYW","-6","USA"
"KRYY","Atlanta Cobb County Airport","34.01","-84.6","QQR","-5","USA"
"KSAF","Santa Fe Regional Airport","35.37","-106.05","SAF","-7","USA"
"KSAN","San Diego International Airport","32.44","-117.11","SAN","-8","USA"
"KSAT","San Antonio International Airport","29.32","-98.28","SAT","-6","USA"
"KSAV","Savannah/Hilton Head International Airport","32.08","-81.12","SAV","-5","USA"
"KSAW","Sawyer International Airport","46.32","-87.34","SAW","-5","USA"
"KSBA","Santa Barbara Airport","34.25","-119.35","SBA","-8","USA"
"KSBD","San Bernardino International Airport","34.09","-117.23","SBD","-8","USA"
"KSBN","South Bend International Airport","41.71","-86.32","SBN","-5","USA"
"KSBP","San Luis Obispo County Regional Airport","35.14","-120.38","SBP","-7","USA"
"KSBY","Salisbury Regional Airport","38.2","-75.31","SBY","-5","USA"
"KSCK","Stockton Metropolitan Airport","37.89","-121.24","SCK","-8","USA"
"KSDF","Louisville International Airport","38.1","-85.44","SDF","-5","USA"
"KSDL","Scottsdale Airport","33.37","-111.54","SCF","-7","USA"
"KSEA","Seattle-Tacoma International Airport","47.27","-122.18","SEA","-8","USA"
"KSEZ","Sedona Airport","34.52","-111.45","SDX","-8","USA"
"KSFB","Orlando Sanford International Airport","28.78","-81.24","SFB","-5","USA"
"KSFO","San Francisco International Airport","37.37","-122.23","SFO","-8","USA"
"KSGF","Springfield-Branson National Airport","37.25","-93.39","SGF","-5","USA"
"KSGR","Sugar Land Regional Airport","29.63","-95.65","SGR","-6","USA"
"KSGU","St. George Regional Airport","37.09","-113.59","SGU","-5","USA"
"KSHD","Shenandoah Valley Airport","38.26","-78.89","SHD","-5","USA"
"KSHR","Sheridan County Airport","44.77","-106.98","SHR","-6","USA"
"KSHV","Shreveport Regional Airport","32.27","-93.49","SHV","-5","USA"
"KSJC","Norman Y. Mineta San Jose International Airport","37.21","-121.55","SJC","-8","USA"
"KSJT","San Angelo Regional Airport","31.22","-100.3","SJT","-6","USA"
"KSLC","Salt Lake City International Airport","40.47","-111.58","SLC","-7","USA"
"KSLI","Joint Forces Training Base Los Alamitos","33.79","-118.05","SLI","-8","USA"
"KSLK","Adirondack Regional Airport","44.39","-74.21","SLK","-5","USA"
"KSMF","Sacramento International Airport","38.42","-121.37","SMF","-8","USA"
"KSMO","Santa Monica Airport","34.02","-118.45","SMO","-7","USA"
"KSMX","Santa Maria Public Airport","34.53","-120.27","SMX","-7","USA"
"KSNA","John Wayne Airport","33.4","-117.52","SNA","-7","USA"
"KSNY","L&L-Sidney Municipal Airport","41.1","-102.99","SNY","-7","USA"
"KSOP","Moore County Airport","35.24","-79.39","SOP","-5","USA"
"KSOW","Show Low Regional Airport","34.25","-110","SOW","-7","USA"
"KSPB","Charlotte Amalie Harbor Seaplane Base","18.2","-64.58","SPB","-5","USA"
"KSPI","Abraham Lincoln Capital Airport","39.84","-89.68","SPI","-5","USA"
"KSPS","Wichita Falls Regional Airport","33.59","-98.31","SPS","-6","USA"
"KSRQ","Sarasota Bradenton International Airport","27.4","-82.55","SRQ","-5","USA"
"KSTL","St. Louis Lambert International Airport","38.37","-90.11","STL","-6","USA"
"KSTP","St. Paul Downtown Airport","44.56","-93.03","STP","-6","USA"
"KSTS","Charles M. Schulz Sonoma County Airport","38.3","-122.48","STS","-8","USA"
"KSUA","Stuart Witham Field Airport","27.18","-80.22","SUA","-5","USA"
"KSUN","Friedman Memorial Airport","43.5","-114.3","SUN","-6","USA"
"KSUS","Spirit of St. Louis Airport","38.66","-90.64","SUS","-6","USA"
"KSUX","Sioux Gateway Airport","42.24","-96.23","SUX","-5","USA"
"KSVC","Grant County Airport","32.64","-108.16","SVC","-7","USA"
"KSVH","Statesville Regional Airport","35.77","-80.95","SVH","-5","USA"
"KSWF","New York Stewart International Airport","41.3","-74.01","SWF","-5","USA"
"KSYR","Syracuse Hancock International Airport","43.07","-76.07","SYR","-5","USA"
"KTAD","Trinidad Perry Stokes Airport","37.15","-104.2","TAD","-7","USA"
"KTBN","Waynesville - St. Robert Regional Airport","37.44","-92.09","TBN","-6","USA"
"KTCL","Tuscaloosa Regional Airport","26.88","-97.98","TCL","-6","USA"
"KTDW","Amarillo Tradewind Airport","35.17","-101.83","TDW","-6","USA"
"KTEB","Teterboro Airport","40.85","-74.06","TEB","-5","USA"
"KTEX","Telluride Regional Airport","37.96","-107.9","TEX","-7","USA"
"KTKI","McKinney National Airport","33.18","-96.59","TKI","-6","USA"
"KTLH","Tallahassee International Airport","30.24","-84.21","TLH","-5","USA"
"KTMB","Miami Executive Airport","25.65","-80.43","TMB","-5","USA"
"KTME","Houston Executive Airport","29.81","-95.9","TME","-6","USA"
"KTNX","Tonopah Test Range Airport","37.47","-116.46","XSD","-8","USA"
"KTOL","Eugene F. Kranz Toledo Express Airport","41.59","-83.81","TOL","-5","USA"
"KTPA","Tampa International Airport","27.58","-82.32","TPA","-5","USA"
"KTPL","Temple Draughon-Miller Airport","31.15","-97.41","TPL","-5","USA"
"KTRI","Tri-Cities Airport","36.48","-82.41","TRI","-7","USA"
"KTRK","Truckee Tahoe Airport","39.19","-120.08","TKF","-8","USA"
"KTRM","Thermal Jacqueline Cochran Regional Airport","33.37","-116.09","TRM","-8","USA"
"KTTN","Trenton-Mercer Airport","40.28","-74.81","TTN","-5","USA"
"KTUL","Tulsa International Airport","36.12","-95.53","TUL","-6","USA"
"KTUP","Tupelo Regional Airport","34.27","-88.77","TUP","-6","USA"
"KTUS","Tucson International Airport","32.07","-110.57","TUS","-7","USA"
"KTVC","Cherry Capital Airport","44.74","-85.58","TVC","-5","USA"
"KTVF","Thief River Falls Regional Airport","48.07","-96.18","TVF","-6","USA"
"KTVL","South Lake Tahoe Airport","38.53","-119.59","TVL","-8","USA"
"KTVR","Vicksburg Tallulah Rgnl Airport","32.35","-91.03","TVR","-6","USA"
"KTWF","Magic Valley Regional Airport","42.48","-114.49","TWF","-7","USA"
"KTXK","Texarkana Regional Airport","33.27","-93.59","TXK","-5","USA"
"KTXW","Mid Valley Airport","26.18","-97.97","DXW","-6","USA"
"KTYQ","Indianapolis Executive Airport","40.01","-86.15","TYQ","-5","USA"
"KTYR","Tyler Pounds Regional Airport","32.21","-95.24","TYR","-6","USA"
"KTYS","McGhee Tyson Airport","35.57","-83.55","TYS","-5","USA"
"KUDD","Bermuda Dunes Airport","33.75","-116.27","UDD","-8","USA"
"KUNV","University Park Airport","40.85","-77.85","UNV","-5","USA"
"KUTA","Tunica Municipal Airport","34.68","-90.34","UTA","-6","USA"
"KUVA","Uvalde Garner Field Airport","29.12","-99.44","UVA","-6","USA"
"KUZA","Rock Hill York County Airport","34.59","-81.3","RKH","-5","USA"
"KVGT","North Las Vegas Airport","36.12","-115.4","VGT","-8","USA"
"KVIS","Visalia Municipal Airport","36.32","-119.39","VIS","-8","USA"
"KVLD","Valdosta Regional Airport","30.78","-83.28","VLD","-5","USA"
"KVNC","Venice Municipal Airport","27.07","-82.44","VNC","-5","USA"
"KVNY","Van Nuys Airport","34.12","-118.29","VNY","-8","USA"
"KVPS","Destin-Fort Walton Beach Airport","30.28","-86.31","VPS","-6","USA"
"KVQQ","Cecil Airport","30.22","-81.88","VQQ","-5","USA"
"KVRB","Vero Beach Regional Airport","27.65","-80.42","VRB","-5","USA"
"KWLD","Strother Field","37.17","-97.04","WLD","-5","USA"
"KWRI","McGuire Air Force Base","40.02","-74.59","WRI","-5","USA"
"KXNA","Northwest Arkansas National Airport","36.28","-94.31","XNA","-6","USA"
"KYIP","Detroit Willow Run Airport","42.14","-88.32","YIP","-5","USA"
"KYKM","Yakima Air Terminal","46.57","-120.54","YKM","-8","USA"
"KYNG","Youngstown Warren Regional Airport","41.15","-80.4","YNG","-5","USA"
"KZZV","Zanesville Municipal Airport","39.56","-81.53","ZZV","-5","USA"
"LATI","Tirana International Airport","41.17","19.47","TIA","1","ALB"
"LBBG","Burgas Airport","42.34","27.31","BOJ","2","BGR"
"LBPD","Plowdiw Airport","42.07","24.84","PDV","2","BGR"
"LBSF","Sofia Airport","42.42","23.24","SOF","2","BGR"
"LBWN","Varna Airport","43.14","27.5","VAR","2","BGR"
"LCLK","Larnaca International Airport","34.53","33.38","LCA","2","CYP"
"LCPH","Paphos International Airport","34.45","32.25","PFO","2","CYP"
"LDAU","Guemar Airport","33.31","6.47","ELU","1","DZA"
"LDDU","Dubrovnik Airport","42.34","18.16","DBV","1","HRV"
"LDPL","Pula Airport","44.53","13.55","PUY","1","HRV"
"LDRI","Rijeka International Airport","45.2","14.36","RJK","1","HRV"
"LDSP","Split Airport","43.32","16.18","SPU","1","HRV"
"LDZA","Zagreb Franjo Tudman Airport","45.44","16.04","ZAG","1","HRV"
"LDZD","Zadar Airport","44.06","15.21","ZAD","1","HRV"
"LEAL","Alicante Airport","38.2855","-0.56","ALC","1","ESP"
"LEAM","Almer a Airport","36.5","-2.27","LEI","1","ESP"
"LEAS","Asturias Airport","43.56","-6.03","OVD","1","ESP"
"LEBB","Bilbao Airport","43.18","-2.55","BIO","1","ESP"
"LEBG","Burgos Airport","42.21","-3.61","RGS","1","ESP"
"LEBL","Barcelona El Prat Airport","41.18","2.05","BCN","1","ESP"
"LEBZ","Badajoz Airport","38.53","-6.49","BJZ","1","ESP"
"LECO","A Coruna Airport","48.18","-8.23","LGG","1","ESP"
"LEGA","Armilla Air Base","37.11","-3.47","GRA","1","ESP"
"LEGE","Girona Costa Brava Airport","41.54","2.46","GRO","1","ESP"
"LEGR","Granada Federico Garcia Lorca Airport","37.11","-3.46","GRX","1","ESP"
"LEIB","Ibiza Airport","38.52","1.21","IBZ","1","ESP"
"LEJR","Jerez Airport","36.45","-6.04","XRY","1","ESP"
"LELC","Base Aerea de San Javier","37.59","-1.07","MJV","1","ESP"
"LELN","Leon Airport","42.59","-5.64","LEN","1","ESP"
"LEMD","Adolfo Suarez Madrid Barajas Airport","40.28","-3.34","MAD","1","ESP"
"LEMG","Málaga-Costa del Sol Airport","36.68","-4.49","AGP","1","ESP"
"LEMH","Menorca Airport","40","4","MAH","1","ESP"
"LEPA","Palma de Mallorca Airport","39.33","2.44","PMI","1","ESP"
"LEPP","Pamplona Airport","42.46","-1.39","PNA","1","ESP"
"LERS","Reus Airport","41.09","1.07","REU","1","ESP"
"LERT","Rota Naval Station Airport","36.65","-6.35","ROZ","1","ESP"
"LESA","Salamanca Airport","40.57","-5.3","SLM","1","ESP"
"LESO","San Sebastian Airport","43.21","-1.48","EAS","1","ESP"
"LEST","Santiago Airport","42.5","-8.33","SLC","1","ESP"
"LEVC","Valencia Airport","39.29","-0.29","VLC","1","ESP"
"LEVD","Valladolid Airport","41.39","-4.43","VLL","1","ESP"
"LEVT","Vitoria Airport","42.51","-2.4","VIT","1","ESP"
"LEVX","Vigo Airport","42.13","-8.37","VGO","1","ESP"
"LEXJ","Seve Ballesteros-Santander Airport","43.26","-3.49","EXJ","1","ESP"
"LEZG","Zaragoza Airport","41.4","-1.01","ZAZ","1","ESP"
"LEZL","Seville Airport","37.25","-5.54","SVQ","1","ESP"
"LFBA","Agen La Garenne Airport","44.18","0.6","AGF","1","FRA"
"LFBD","Bordeaux Airport","44.5","-0.43","BOD","1","FRA"
"LFBE","Bergerac Dordogne Perigord Airport","44.49","0.31","EGC","1","FRA"
"LFBI","Poitiers Biard Airport","46.35","0.18","PIS","1","FRA"
"LFBL","Limoges Airport","45.52","1.11","LIG","1","FRA"
"LFBO","Toulouse-Blagnac Airport","43.37","1.23","TLS","1","FRA"
"LFBP","Pau-Pyrenees Airport","43.18","-0.25","PUF","1","FRA"
"LFBR","AirportLa Rochelle","46.11","-1.12","LRH","1","FRA"
"LFBT","Tarbes Lourdes Pyrenees Airport","43.11","0","LDE","1","FRA"
"LFBV","Brive Laroche Airport","45.09","1.28","BVE","1","FRA"
"LFBX","Perigueux Bassillac Airport","45.11","0.43","PGX","1","FRA"
"LFBZ","Biarritz Airport","43.28","-1.32","BIQ","1","FRA"
"LFCK","Castres Mazamet Airport","43.33","2.17","DCM","1","FRA"
"LFCR","Rodez-Marcillac Airport","44.22","2.31","RDZ","1","FRA"
"LFHP","Le Puy - Loudes Airport","45.05","3.46","LPY","1","FRA"
"LFJL","Lorraine Airport","48.59","6.15","ETZ","1","FRA"
"LFKB","Bastia Poretta Airport","42.33","9.29","BIA","1","FRA"
"LFKC","Calvi Sainte-Catherine Airport","42.32","8.48","CLY","1","FRA"
"LFKF","Aeropuerto de Figari Sud-Corse","41.3","9.06","FSC","1","FRA"
"LFKJ","Ajaccio Napoleon Bonaparte Airport","41.92","8.79","AJA","1","FRA"
"LFLB","Chambery Airport","45.64","5.88","CMF","1","FRA"
"LFLC","Clermont-Ferrand Auvergne Airport","45.47","3.1","CFE","1","FRA"
"LFLJ","Courcheval Altiport","45.39","6.63","CVF","1","FRA"
"LFLL","Lyon-Saint Exupery Airport","45.44","5.05","LYS","1","FRA"
"LFLP","Annecy   Haute-Savoie   Mont Blanc Airport","45.56","6.06","NCY","1","FRA"
"LFLS","Grenoble Alpes Isere Airport","45.36","5.33","GNB","1","FRA"
"LFLW","Aurillac Airport","44.54","2.25","AUR","1","FRA"
"LFMD","Cannes Mandelieu Airport","43.55","6.95","CEQ","1","FRA"
"LFMH","Saint-Etienne Boutheon Airport","45.32","4.18","EBU","1","FRA"
"LFMK","Carcassonne Airport","43.13","2.19","CCF","1","FRA"
"LFML","Marseille Provence Airport","43.26","5.13","MRS","1","FRA"
"LFMN","Nice Cote d'Azur Airport","43.4","7.13","NCE","1","FRA"
"LFMP","AirportSud de France Perpignan","42.44","2.52","PGF","1","FRA"
"LFMT","Montpellier-Mediterranee Airport","43.35","3.58","MPL","1","FRA"
"LFMU","Beziers Cap d'Agde Airport","43.21","3.15","BZR","1","FRA"
"LFMV","Avignon Provence Airport","43.54","4.54","AVN","1","FRA"
"LFOB","Paris Beauvais Airport","49.27","2.07","BVA","1","FRA"
